stop_lat,stop_id,stop_name,stop_lon
55.754601,36627,Сафиуллина (проспект Победы),49.217147
55.750467,36628,Метро Проспект Победы,49.209505
55.745451,36629,Сыртлановой (проспект Победы),49.200248
55.74164,36630,Деревня Универсиады (проспект Победы),49.193239
55.734739,36631,ж/м Солнечный город,49.180552
55.73197,36632,Баки Урманче,49.17538
55.730197,36633,Мидхата Булатова,49.169876
55.701378,36536,ж/м Старое Победилово,49.06752
55.701339,36537,Садовая (Старое Победилово),49.075302
55.702712,36538,Коммуна,49.08442
55.706693,36539,Отары,49.096441
55.709676,36540,Калинина (Отары),49.098486
55.713828,36541,Магазин (Отары),49.101733
55.718214,36542,Трансформаторная,49.105165
55.723664,36543,Центрально-Отарская,49.108991
55.724951,36544,Поперечно-Отарская,49.105364
55.728184,36545,2-й переезд (ул. Южно-Промышленная),49.098786
55.731496,36546,Нефтебаза,49.093617
55.735399,36547,Тихорецкая,49.099023
55.737597,36548,пос. Кукушкино,49.102281
55.74266,36549,Юридическая академия,49.104914
55.744858,36550,Гаражная,49.104923
55.749074,36551,Промбаза,49.104966
55.75368,36552,Магистральная,49.105223
55.756511,36553,Макаронная фабрика,49.105695
55.760331,36554,Меховщиков (по требованию),49.10283
55.763284,36555,Заводская,49.102096
55.766337,36556,Мехобъединение,49.105099
55.769041,36557,Аквапарк,49.103919
55.772049,36558,Автовокзал,49.10285
55.771244,36514,Зайцева,49.103023
55.769141,36515,Аквапарк,49.10377
55.766171,36516,Мехобъединение,49.104749
55.763352,36517,Заводская,49.102009
55.760517,36518,Меховщиков (по требованию),49.1028
55.756616,36519,Макаронная фабрика,49.105601
55.753004,36520,Магистральная,49.104999
55.748775,36521,Промбаза,49.104851
55.745337,36522,Гаражная,49.104817
55.742109,36523,Юридическая академия,49.104803
55.737144,36524,пос. Кукушкино,49.101465
55.731225,36525,Нефтебаза,49.094353
55.727844,36526,2-й переезд (ул. Южно-Промышленная),49.099077
55.724943,36527,Поперечно-Отарская,49.105241
55.723847,36528,Центрально-Отарская,49.108992
55.718334,36529,Трансформаторная,49.105189
55.713756,36530,Магазин (Отары),49.101607
55.709851,36531,Калинина (Отары),49.098545
55.706888,36532,Отары,49.096537
55.702819,36533,Коммуна,49.085072
55.701372,36534,Садовая (Старое Победилово),49.075756
55.701413,36535,ж/м Старое Победилово,49.067728
55.783221,36453,Дворец спорта Ак Буре,49.23132
55.878639,36320,Камчатская,49.10091
55.877652,36321,ГСК,49.107199
55.876465,36322,Садовое общество КАПО-14,49.115481
55.877047,36323,Шоссейная (Борисоглебское),49.129504
55.87824,36324,Рабочая,49.140937
55.879542,36325,ж/м Борисоглебское,49.147547
55.878315,36326,Рабочая,49.141135
55.877079,36327,Шоссейная (Борисоглебское),49.129375
55.876557,36328,Садовое общество КАПО-14,49.114938
55.877735,36329,ГСК,49.106886
55.835885,35564,Роддом №1,49.148074
55.840247,35567,МЖК,49.159384
55.843028,35568,Савиново,49.153335
55.818837,35601,Халитова 2,49.182244
55.780399,36568,Торговые ряды Алтын,49.125237
55.783955,36569,Салимжанова,49.120451
55.772363,36570,Филармония (троллейбус),49.141025
55.812793,36634,Большая Крыловка (ул. Краснококшайская),49.077727
55.814929,36635,Мулланура Вахитова,49.086291
55.817085,36636,Энергетический университет,49.094603
55.826074,36637,Адоратского,49.147213
55.817834,36638,Метро Козья Слобода,49.096728
55.816479,36639,Энергетический университет,49.091505
55.814794,36640,Мулланура Вахитова,49.085007
55.825818,36641,Горьковское шоссе,49.043101
55.768325,35730,Яфраклы,49.235935
55.751998,35731,Гарифьянова,49.203455
55.75154,35732,Сыртлановой (ул. Гарифьянова),49.19735
55.785793,36021,Строительный институт,49.142589
55.788408,36022,Волкова,49.143751
55.808006,36246,Су Анасы,48.929607
55.805807,36220,Гипсовый завод,48.936501
55.803706,36221,Затон,48.94246
55.859727,36572,Максимова,49.103398
55.750122,36335,ИЖС Восточный,49.24833
55.854317,35705,КДК им. Ленина,49.087328
