stop_lat,stop_id,stop_lon,stop_name
56.852588,30546,60.552924,ТРЦ Карнавал
56.856363,30547,60.549475,Фармацевтический колледж
56.861047,30548,60.548614,Таганский ряд
56.86501,30549,60.549659,Бебеля
56.870411,30550,60.549171,Пехотинцев
56.875663,30551,60.553713,Автомагистральная
56.87999,30552,60.55822,Сварщиков
56.808639,30927,60.610979,Автовокзал
56.773433,30694,60.632958,Походная
56.766501,30932,60.628098,Новинская
56.760873,30933,60.627303,Свердлесмаш
56.753137,30934,60.622643,Лифтостроительный завод
56.749893,30935,60.619447,Звонкий
56.74606,30936,60.615204,Новопашинский
56.743298,30937,60.611423,Дом Культуры
56.739559,30938,60.607406,Елизавет
56.739723,31611,60.607095,Елизавет
56.744179,30940,60.612844,Дом Культуры
56.746746,30941,60.616223,Новопашинский
56.750761,30942,60.62043,Звонкий
56.753874,30943,60.6235,Лифтостроительный завод
56.83563,30589,60.557309,Красноуральская
56.835416,30590,60.562795,Уралкабель
56.835187,30591,60.568637,ул. Мельникова
56.83554,30592,60.577243,Вечный Огонь
56.877882,30424,60.611931,Педуниверситет
56.881687,30426,60.633636,Ворошиловская
56.883345,30427,60.638636,Фронтовых Бригад
56.889789,30428,60.632041,Краснофлотцев
56.894261,30429,60.62697,Энтузиастов
56.897466,30597,60.623336,Войкова
56.900606,30598,60.618228,Фрезеровщиков
56.897807,30599,60.622872,Войкова
56.894656,30600,60.626445,Энтузиастов
56.890143,30434,60.631562,Краснофлотцев
56.883276,30435,60.638294,Фронтовых Бригад
56.881789,30436,60.633812,Ворошиловская
56.878279,30437,60.621301,Электриков
56.877909,30601,60.611679,Педуниверситет
56.836168,30615,60.580754,пл. Коммунаров
56.835822,30616,60.577151,Вечный Огонь
56.835242,30617,60.568167,ул. Мельникова
56.835455,30618,60.562712,Уралкабель
56.836565,30619,60.556458,Красноуральская
56.839372,30620,60.558349,Слесарей
56.791921,31108,60.462881,Сады (пос. Мичуринский)
56.789947,31109,60.479978,пос. Мичуринский (Школа)
56.790004,30883,60.482741,пос. Мичуринский
56.796639,30884,60.491435,Хрустальногорская
56.843051,30789,60.646324,Уральский федеральный университет
56.798476,30868,60.493756,2-й участок
56.796415,30869,60.491055,Хрустальногорская
56.790015,31157,60.480198,пос. Мичуринский (Школа)
56.851486,31681,60.641605,Блюхера
56.812675,30958,60.557865,Волгоградская
56.814288,30959,60.549849,Серафимы Дерябиной
56.81692,30960,60.542847,Ухтомская
56.818976,30961,60.538368,Новомосковская
56.823892,30962,60.542668,Плотников
56.828117,30963,60.544213,Металлургов (ул. Викулова)
56.830745,30964,60.54477,Викулова
56.836225,30965,60.547127,Татищева
56.869377,31080,60.539997,Надеждинская
56.833133,31087,60.552325,Венгерских Коммунаров
56.830572,31088,60.553299,Заводская (ул. Крауля)
56.829495,30955,60.561283,Токарей
56.824147,31089,60.561421,Репина (ул. Токарей)
56.818854,31090,60.558408,Черкасская
56.817249,31067,60.56311,ТЦ Буревестник
56.819972,30920,60.5587,Черкасская
56.827693,30921,60.561659,Репина (ул. Токарей)
56.836196,31069,60.562354,Уралкабель
56.863705,31074,60.540838,Теплоходный проезд
56.867517,31075,60.544974,Таватуйская
56.870321,31076,60.538091,Надеждинская
56.872965,31077,60.531597,Сортировочная (ул. Таватуйская)
56.797187,30891,60.631043,Метро Ботаническая
56.792074,30646,60.605357,Ювелирная
56.784945,30647,60.607314,Рижский пер.
56.77575,30648,60.612292,Сухоложская
56.76937,30649,60.614618,Вторчермет
56.761756,30894,60.612042,Поликлиника (ул. Симская)
56.756326,30895,60.609798,Общежитие (ул. Селькоровская)
56.749437,30896,60.607451,Станция Керамик
56.747242,30897,60.606519,Южная подстанция
56.73836,30898,60.599302,Сады (Полевской тракт)
56.707341,30899,60.565314,Сад Родничок
56.704325,30900,60.559346,Полеводство
56.696617,30901,60.538448,Колхозный двор
56.695781,30902,60.536383,17-й км Полевского тракта
56.694797,30903,60.52727,Зелёная
56.693002,31417,60.516657,Средняя
56.7132,31418,60.5121,с. Зелёный Бор
56.700762,31419,60.509234,Поворот на с. Зелёный Бор
56.692522,30904,60.516296,Средняя
56.68759,30905,60.516918,Горный Щит
56.692879,30907,60.517703,Средняя
56.694759,30908,60.528087,Зелёная
56.704706,30909,60.560412,Полеводство
56.707817,30910,60.566948,Сад Родничок
56.738621,30911,60.599715,Сады (Полевской тракт)
56.746153,30912,60.606351,Южная подстанция
56.749762,30913,60.607724,Станция Керамик
56.762125,30915,60.612346,Поликлиника (ул. Симская)
56.769539,30696,60.614731,Вторчермет
56.776381,30697,60.612208,Сухоложская
